27/06/2026 22:53:13 | INFO     | test_all.py | test_get_user | ---CONSULTANDO LISTA DE USUARIOS---
27/06/2026 22:55:45 | INFO     | test_all.py | test_login_user | Response: {'token': 'QpwL5tke4Pnpja7X4', '_meta': {'powered_by': 'ReqRes', 'docs_url': 'https://app.reqres.in/documentation', 'upgrade_url': 'https://app.reqres.in/upgrade', 'example_url': 'https://app.reqres.in/examples/notes-app', 'variant': 'v1_a', 'message': 'Your data persists here. Add auth, logs, and custom schemas to build a real backend.', 'cta': {'label': 'See example app', 'url': 'https://app.reqres.in/examples/notes-app'}, 'context': 'legacy_success'}}
27/06/2026 23:07:01 | INFO     | test_all.py | test_get_user | ---CONSULTANDO LISTA DE USUARIOS---
27/06/2026 23:07:02 | INFO     | test_all.py | test_get_user | Status Code: 200
27/06/2026 23:07:02 | INFO     | test_all.py | test_get_user | Response: {'page': 1, 'per_page': 6, 'total': 12, 'total_pages': 2, 'data': [{'id': 1, 'email': 'george.bluth@reqres.in', 'first_name': 'George', 'last_name': 'Bluth', 'avatar': 'https://reqres.in/img/faces/1-image.jpg'}, {'id': 2, 'email': 'janet.weaver@reqres.in', 'first_name': 'Janet', 'last_name': 'Weaver', 'avatar': 'https://reqres.in/img/faces/2-image.jpg'}, {'id': 3, 'email': 'emma.wong@reqres.in', 'first_name': 'Emma', 'last_name': 'Wong', 'avatar': 'https://reqres.in/img/faces/3-image.jpg'}, {'id': 4, 'email': 'eve.holt@reqres.in', 'first_name': 'Eve', 'last_name': 'Holt', 'avatar': 'https://reqres.in/img/faces/4-image.jpg'}, {'id': 5, 'email': 'charles.morris@reqres.in', 'first_name': 'Charles', 'last_name': 'Morris', 'avatar': 'https://reqres.in/img/faces/5-image.jpg'}, {'id': 6, 'email': 'tracey.ramos@reqres.in', 'first_name': 'Tracey', 'last_name': 'Ramos', 'avatar': 'https://reqres.in/img/faces/6-image.jpg'}], 'support': {'url': 'https://benhowdle.im/first-cto-playbook?utm_source=reqres&utm_medium=json&utm_campaign=referral', 'text': 'Become a better CTO. A playbook of painful stories and practical advice from a two-time startup CTO.'}, '_meta': {'powered_by': 'ReqRes', 'docs_url': 'https://app.reqres.in/documentation', 'upgrade_url': 'https://app.reqres.in/upgrade', 'example_url': 'https://app.reqres.in/examples/notes-app', 'variant': 'v1_a', 'message': 'Your data persists here. Add auth, logs, and custom schemas to build a real backend.', 'cta': {'label': 'See example app', 'url': 'https://app.reqres.in/examples/notes-app'}, 'context': 'legacy_success'}}
27/06/2026 23:07:02 | INFO     | test_all.py | test_create_user | ---CREANDO USUARIO---
27/06/2026 23:07:03 | INFO     | test_all.py | test_login_user | ---LOGIN EXITOSO---
27/06/2026 23:07:03 | INFO     | test_all.py | test_login_user | Status Code: 200
27/06/2026 23:07:03 | INFO     | test_all.py | test_login_user | Response: {'token': 'QpwL5tke4Pnpja7X4', '_meta': {'powered_by': 'ReqRes', 'docs_url': 'https://app.reqres.in/documentation', 'upgrade_url': 'https://app.reqres.in/upgrade', 'example_url': 'https://app.reqres.in/examples/notes-app', 'variant': 'v1_a', 'message': 'Your data persists here. Add auth, logs, and custom schemas to build a real backend.', 'cta': {'label': 'See example app', 'url': 'https://app.reqres.in/examples/notes-app'}, 'context': 'legacy_success'}}
27/06/2026 23:29:29 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:29:32 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:29:32 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:29:33 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:29:34 | INFO     | logger.py | log | WebDriver version 149.0.7827.155 selected
27/06/2026 23:29:34 | INFO     | logger.py | log | Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/149.0.7827.155/win32/chromedriver-win32.zip
27/06/2026 23:29:34 | INFO     | logger.py | log | About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/149.0.7827.155/win32/chromedriver-win32.zip
27/06/2026 23:29:34 | INFO     | logger.py | log | Driver downloading response is 200
27/06/2026 23:29:35 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:29:35 | INFO     | logger.py | log | Driver has been saved in cache [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155]
27/06/2026 23:30:04 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:30:06 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:06 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:06 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:30:11 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:30:12 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:13 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:13 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:30:17 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:30:18 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:19 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:30:19 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:36:59 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:37:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:37:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:37:01 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:38:12 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:38:13 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:38:13 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:38:13 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:46:15 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:46:16 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:46:16 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:46:16 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:46:32 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:46:33 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:46:34 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:46:34 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:53:29 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:53:30 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:53:31 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:53:31 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:54:51 | INFO     | logger.py | log | ====== WebDriver manager ======
27/06/2026 23:54:52 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:54:53 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
27/06/2026 23:54:53 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
27/06/2026 23:54:56 | INFO     | checkout_page.py | complete_form | Datos generados: Lautaro Benitez - CP: 44000761
28/06/2026 00:00:47 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:00:48 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:00:48 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:00:49 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:00:49 | INFO     | logger.py | log | WebDriver version 149.0.7827.155 selected
28/06/2026 00:00:49 | INFO     | logger.py | log | Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/149.0.7827.155/win32/chromedriver-win32.zip
28/06/2026 00:00:49 | INFO     | logger.py | log | About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/149.0.7827.155/win32/chromedriver-win32.zip
28/06/2026 00:00:50 | INFO     | logger.py | log | Driver downloading response is 200
28/06/2026 00:00:50 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:00:50 | INFO     | logger.py | log | Driver has been saved in cache [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155]
28/06/2026 00:00:54 | INFO     | checkout_page.py | complete_form | Datos generados: Julieta Ramirez - CP: 20002790
28/06/2026 00:03:07 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:03:08 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:03:08 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:03:09 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:36:09 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:36:10 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:36:11 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:36:11 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:36:12 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:36:12 | INFO     | test_cart.py | test_add_product_to_cart | INICIANDO TEST: AGREGAR PRODUCTO AL CARRITO
28/06/2026 00:36:12 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:36:17 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:36:18 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:36:18 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:36:18 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:36:19 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:36:19 | INFO     | test_cart.py | test_delete_product_from_cart | INICIANDO TEST: ELIMINAR PRODUCTO DEL CARRITO
28/06/2026 00:36:19 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:38:45 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:38:46 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:38:47 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:38:47 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:38:48 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:38:48 | INFO     | test_cart.py | test_add_product_to_cart | INICIANDO TEST: AGREGAR PRODUCTO AL CARRITO
28/06/2026 00:38:48 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:38:52 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:38:53 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:38:53 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:38:54 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:38:55 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:38:55 | INFO     | test_cart.py | test_delete_product_from_cart | INICIANDO TEST: ELIMINAR PRODUCTO DEL CARRITO
28/06/2026 00:38:55 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:43:44 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:43:45 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:43:46 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:43:46 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:43:47 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:43:47 | INFO     | test_cart.py | test_add_product_to_cart | INICIANDO TEST: AGREGAR PRODUCTO AL CARRITO
28/06/2026 00:43:47 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:43:51 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:43:52 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:43:53 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:43:53 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:43:54 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:43:54 | INFO     | test_cart.py | test_delete_product_from_cart | INICIANDO TEST: ELIMINAR PRODUCTO DEL CARRITO
28/06/2026 00:43:54 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:43:55 | INFO     | test_cart.py | test_delete_product_from_cart | TEST FINALIZADO CORRECTAMENTE
28/06/2026 00:47:27 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:47:28 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:47:28 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:47:29 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:47:30 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:47:30 | INFO     | test_cart.py | test_add_product_to_cart | INICIANDO TEST: AGREGAR PRODUCTO AL CARRITO
28/06/2026 00:47:30 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:47:31 | INFO     | test_cart.py | test_add_product_to_cart | TEST FINALIZADO CORRECTAMENTE
28/06/2026 00:47:34 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:47:35 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:47:35 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:47:36 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:47:37 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:47:37 | INFO     | test_cart.py | test_delete_product_from_cart | INICIANDO TEST: ELIMINAR PRODUCTO DEL CARRITO
28/06/2026 00:47:37 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:47:38 | INFO     | test_cart.py | test_delete_product_from_cart | TEST FINALIZADO CORRECTAMENTE
28/06/2026 00:49:20 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:49:21 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:49:21 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:49:22 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:49:59 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:50:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:50:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:50:01 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:50:03 | INFO     | checkout_page.py | complete_form | Datos generados: Felipe Rodriguez - CP: 94109733
28/06/2026 00:50:46 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:50:47 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:50:48 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:50:48 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:50:50 | INFO     | checkout_page.py | complete_form | Datos generados: Thiago Benjamin Perez - CP: 47005730
28/06/2026 00:52:27 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:52:28 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:52:29 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:52:29 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:52:32 | INFO     | checkout_page.py | complete_form | Datos generados: Alma Mia Garcia - CP: 55006978
28/06/2026 00:54:43 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:54:44 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:54:45 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:54:45 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:54:47 | INFO     | checkout_page.py | complete_form | Datos generados: Tomas Aguirre - CP: 42000786
28/06/2026 00:57:57 | INFO     | test_all.py | test_get_user | ---CONSULTANDO LISTA DE USUARIOS---
28/06/2026 00:57:57 | INFO     | test_all.py | test_create_user | ---CREANDO USUARIO---
28/06/2026 00:57:58 | INFO     | test_all.py | test_login_user | ---LOGIN EXITOSO---
28/06/2026 00:57:59 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:00 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:01 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:02 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:58:02 | INFO     | test_cart.py | test_add_product_to_cart | INICIANDO TEST: AGREGAR PRODUCTO AL CARRITO
28/06/2026 00:58:02 | INFO     | test_cart.py | test_add_product_to_cart | ============================================================
28/06/2026 00:58:03 | INFO     | test_cart.py | test_add_product_to_cart | TEST FINALIZADO CORRECTAMENTE
28/06/2026 00:58:05 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:07 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:07 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:07 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:08 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:58:08 | INFO     | test_cart.py | test_delete_product_from_cart | INICIANDO TEST: ELIMINAR PRODUCTO DEL CARRITO
28/06/2026 00:58:08 | INFO     | test_cart.py | test_delete_product_from_cart | ============================================================
28/06/2026 00:58:09 | INFO     | test_cart.py | test_delete_product_from_cart | TEST FINALIZADO CORRECTAMENTE
28/06/2026 00:58:12 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:13 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:13 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:13 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:15 | INFO     | checkout_page.py | complete_form | Datos generados: Delfina Perez - CP: 53600238
28/06/2026 00:58:25 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:26 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:26 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:27 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:31 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:32 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:33 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:33 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:36 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:37 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:38 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:38 | INFO     | logger.py | log | Driver [C:\Users\duckp\.wdm\drivers\chromedriver\win64\149.0.7827.155\chromedriver-win32/chromedriver.exe] found in cache
28/06/2026 00:58:41 | INFO     | logger.py | log | ====== WebDriver manager ======
28/06/2026 00:58:43 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
28/06/2026 00:58:43 | INFO     | logger.py | log | Get LATEST chromedriver version for google-chrome
